"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-06",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-07",,,,,,,,,"0.45",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-09",,,"    2",",,N","0.65",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-10",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-12",,,,,,,,,"0.11",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-13",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-14",,,,,,,,,"0.08",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-15",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-16",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-17",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-18",,,,,,,,,"0.10",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-19",,,,,,,,,"0.14",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-20",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-21",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-22",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-23",,,,,,,,,"0.67",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-24",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-25",,,,,,,,,"0.06",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-26",,,,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-27",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-28",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-29",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-30",,,,,,,,,"0.25",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2019-12-31",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-01-01",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-01-02",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-01-03",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-01-04",,,,,,,,,"0.08",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-01-06",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-01-09",,,,,,,,,"0.37",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-01-10",,,,,,,,,"0.07",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-01-13",,,"    3",",,N","0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-01-14",,,,,,,,,"0.06",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-01-15",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-01-16",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-01-17",,,,,,,,,"0.38",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-01-22",,,"    2",",,N","0.07",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-01-26",,,"    2",",,N","0.30",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-01-27",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-01-28",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-01-29",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-02-03",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-02-11",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-02-12",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-02-13",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-02-14",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-02-15",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-02-18",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-02-19",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-02-26",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-03-09",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-03-14",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-03-15",,,,,,,,,"0.34",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-03-16",,,,,,,,,"0.83",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-03-17",,,,,,,,,"0.18",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-03-18",,,,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-03-19",,,,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-03-22",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-03-23",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-03-24",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-03-25",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-03-26",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-03-28",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-03-29",,,,,,,,,"0.20",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-03-30",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-03-31",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-04-02",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-04-03",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-04-04",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-04-05",,,,,,,,,"0.91",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-04-06",,,,,,,,,"0.55",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-04-07",,,,,,,,,"0.10",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-04-09",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-04-10",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-04-17",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-06-01",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-06-05",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-08-24",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-08-25",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-08-27",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-08-28",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-08-30",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-08-31",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-09-04",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-09-05",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-09-08",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-09-09",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0062","38.53327","-121.493212","7.0","2020-09-11",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-01-22",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-01-23",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-01-24",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-01-25",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-01-26",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-01-27",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-01-28",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-01-29",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-01-30",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-01-31",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-01",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-02",,,,,,,,,"0.61",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-03",,,,,,,,,"0.50",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-04",,,,,,,,,"0.96",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-05",,,,,,,,,"0.11",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-06",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-07",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-08",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-09",,,,,,,,,"0.23",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-10",,,,,,,,,"0.56",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-11",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-12",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-13",,,,,,,,,"0.37",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-14",,,,,,,,,"1.28",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-15",,,,,,,,,"0.36",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-16",,,,,,,,,"0.32",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-17",,,,,,,,,"0.15",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-18",,,,,,,,,"0.11",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-19",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-20",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-21",,,,,,,,,"0.14",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-22",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-23",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-24",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-25",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-26",,,,,,,,,"2.21",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-27",,,,,,,,,"1.08",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-02-28",,,,,,,,,"0.33",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-03-01",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-03-02",,,,,,,,,"0.13",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASA0061","38.570137","-121.196535","74.1","2019-03-03",,,,,,,,,"0.42",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
